name_display,product_url,category,category_url,active_substance,atc_code,confidence
Melatonin Kapseln 90 St,https://www.docmorris.de/melatonin-kapseln/17907744,"Beruhigung, Schlaf & StressBeruhigung, Schlaf & Stress",https://www.docmorris.de/arzneimittel-gesundheit/beruhigung-schlaf-stress,,,0.0
Orthomol Vital f + m Trinkfläschchen 1 Set,https://www.docmorris.de/orthomol-vital-f-m-trinkflaeschchen/80040060,"Beruhigung, Schlaf & StressBeruhigung, Schlaf & Stress",https://www.docmorris.de/arzneimittel-gesundheit/beruhigung-schlaf-stress,,,0.0
Aurum/hyoscyamus Comp.ampullen 8X1 ml,https://www.docmorris.de/aurumhyoscyamus-compampullen/01618972,"Beruhigung, Schlaf & StressBeruhigung, Schlaf & Stress",https://www.docmorris.de/arzneimittel-gesundheit/beruhigung-schlaf-stress,,,0.0
Baldrian Kapseln 60 St,https://www.docmorris.de/baldrian-kapseln/09539137,"Beruhigung, Schlaf & StressBeruhigung, Schlaf & Stress",https://www.docmorris.de/arzneimittel-gesundheit/beruhigung-schlaf-stress,,,0.0
Kleie BAD mit Kräutern 200 ml,https://www.docmorris.de/kleie-bad-mit-kraeutern/02796339,"Beruhigung, Schlaf & StressBeruhigung, Schlaf & Stress",https://www.docmorris.de/arzneimittel-gesundheit/beruhigung-schlaf-stress,,,0.0
CBD Canea 5% Premium Hanf-Öl 10 ml,https://www.docmorris.de/cbd-canea-5-premium-hanfoel/15868997,"Beruhigung, Schlaf & StressBeruhigung, Schlaf & Stress",https://www.docmorris.de/arzneimittel-gesundheit/beruhigung-schlaf-stress,,,0.0
Coffein 200 Kapseln 90 St,https://www.docmorris.de/coffein-200-kapseln/11730322,"Beruhigung, Schlaf & StressBeruhigung, Schlaf & Stress",https://www.docmorris.de/arzneimittel-gesundheit/beruhigung-schlaf-stress,,,0.0
Latschenkiefer Vital Schaumbad 250 ml,https://www.docmorris.de/latschenkiefer-vital-schaumbad/02532439,"Beruhigung, Schlaf & StressBeruhigung, Schlaf & Stress",https://www.docmorris.de/arzneimittel-gesundheit/beruhigung-schlaf-stress,,,0.0
Nervenkraft 60 St,https://www.docmorris.de/nervenkraft/18833344,"Beruhigung, Schlaf & StressBeruhigung, Schlaf & Stress",https://www.docmorris.de/arzneimittel-gesundheit/beruhigung-schlaf-stress,,,0.0
Earl Grey Tee Bio Salus Filterbeutel 15 St,https://www.docmorris.de/earl-grey-tee-bio-salus-filterbeutel/18215103,"Beruhigung, Schlaf & StressBeruhigung, Schlaf & Stress",https://www.docmorris.de/arzneimittel-gesundheit/beruhigung-schlaf-stress,,,0.0
"plantomol® - Melatonin Tabletten mit 0,5mg Melatonin /Kapsel",https://www.docmorris.de/plantomol-melatonin-tabletten-mit-05mg-melatonin-kapsel/20161685,"Beruhigung, Schlaf & StressBeruhigung, Schlaf & Stress",https://www.docmorris.de/arzneimittel-gesundheit/beruhigung-schlaf-stress,,,0.0
Dormivere Komplex Kapseln 40 St,https://www.docmorris.de/dormivere-komplex-kapseln/19400713,"Beruhigung, Schlaf & StressBeruhigung, Schlaf & Stress",https://www.docmorris.de/arzneimittel-gesundheit/beruhigung-schlaf-stress,,,0.0
Melatonin Allpharm Premium Kapseln 60 St,https://www.docmorris.de/melatonin-allpharm-premium-kapseln/13978210,"Beruhigung, Schlaf & StressBeruhigung, Schlaf & Stress",https://www.docmorris.de/arzneimittel-gesundheit/beruhigung-schlaf-stress,,,0.0
Schlaf- Und Reisemaske Anina 1 St,https://www.docmorris.de/schlaf-und-reisemaske-anina/18713611,"Beruhigung, Schlaf & StressBeruhigung, Schlaf & Stress",https://www.docmorris.de/arzneimittel-gesundheit/beruhigung-schlaf-stress,,,0.0
Ölbad Heublume 250 ml,https://www.docmorris.de/oelbad-heublume/17427932,"Beruhigung, Schlaf & StressBeruhigung, Schlaf & Stress",https://www.docmorris.de/arzneimittel-gesundheit/beruhigung-schlaf-stress,,,0.0
Melatonin Gummies Vegan 60 St,https://www.docmorris.de/melatonin-gummies-vegan/18222008,"Beruhigung, Schlaf & StressBeruhigung, Schlaf & Stress",https://www.docmorris.de/arzneimittel-gesundheit/beruhigung-schlaf-stress,,,0.0
Passionsblumentropfen 50 ml,https://www.docmorris.de/passionsblumentropfen/11053212,"Beruhigung, Schlaf & StressBeruhigung, Schlaf & Stress",https://www.docmorris.de/arzneimittel-gesundheit/beruhigung-schlaf-stress,,,0.0
Schlafbrille 109015 1 St,https://www.docmorris.de/schlafbrille-109015/04756433,"Beruhigung, Schlaf & StressBeruhigung, Schlaf & Stress",https://www.docmorris.de/arzneimittel-gesundheit/beruhigung-schlaf-stress,,,0.0
Pflügerplex Hyoscyamus 186 H Tropfen 50 ml,https://www.docmorris.de/pfluegerplex-hyoscyamus-186-h-tropfen/03866125,"Beruhigung, Schlaf & StressBeruhigung, Schlaf & Stress",https://www.docmorris.de/arzneimittel-gesundheit/beruhigung-schlaf-stress,,,0.0
Bryophyllum D 5/conchae D 7 Ampullen 5X10 ml,https://www.docmorris.de/bryophyllum-d-5conchae-d-7-ampullen/02347593,"Beruhigung, Schlaf & StressBeruhigung, Schlaf & Stress",https://www.docmorris.de/arzneimittel-gesundheit/beruhigung-schlaf-stress,,,0.0
Avitale Cranberry 240 St,https://www.docmorris.de/avitale-cranberry/04347717,"Blase, Niere & ProstataBlase, Niere & Prostata",https://www.docmorris.de/arzneimittel-gesundheit/blase-niere-prostata,,,0.0
Prostagutt duo 160 mg/120 mg 200 St,https://www.docmorris.de/prostagutt-duo-160-mg120-mg/16151770,"Blase, Niere & ProstataBlase, Niere & Prostata",https://www.docmorris.de/arzneimittel-gesundheit/blase-niere-prostata,,,0.0
GRANU FINK Prosta forte 500 mg 140 St,https://www.docmorris.de/granu-fink-prosta-forte-500-mg/10011938,"Blase, Niere & ProstataBlase, Niere & Prostata",https://www.docmorris.de/arzneimittel-gesundheit/blase-niere-prostata,,,0.0
Canephron Uno bei Blasenentzündung – mit 4-fach Wirkung 30 St,https://www.docmorris.de/canephron-uno-bei-blasenentzuendung-mit-4fach-wirkung/13655004,"Blase, Niere & ProstataBlase, Niere & Prostata",https://www.docmorris.de/arzneimittel-gesundheit/blase-niere-prostata,,,0.0
Femannose F Granulat Portionsbeutel 60 St,https://www.docmorris.de/femannose-f-granulat-portionsbeutel/07152960,"Blase, Niere & ProstataBlase, Niere & Prostata",https://www.docmorris.de/arzneimittel-gesundheit/blase-niere-prostata,,,0.0
Cystinol akut 60 St,https://www.docmorris.de/cystinol-akut/07114824,"Blase, Niere & ProstataBlase, Niere & Prostata",https://www.docmorris.de/arzneimittel-gesundheit/blase-niere-prostata,,,0.0
Aqualibra 60 St,https://www.docmorris.de/aqualibra/00795287,"Blase, Niere & ProstataBlase, Niere & Prostata",https://www.docmorris.de/arzneimittel-gesundheit/blase-niere-prostata,,,0.0
APOPROSTAT forte 120 St,https://www.docmorris.de/apoprostat-forte/17490540,"Blase, Niere & ProstataBlase, Niere & Prostata",https://www.docmorris.de/arzneimittel-gesundheit/blase-niere-prostata,,,0.0
GRANU FINK femina 120 St,https://www.docmorris.de/granu-fink-femina/03046327,"Blase, Niere & ProstataBlase, Niere & Prostata",https://www.docmorris.de/arzneimittel-gesundheit/blase-niere-prostata,,,0.0
Canephron N Dragee 60 St,https://www.docmorris.de/canephron-n-dragee/04568223,"Blase, Niere & ProstataBlase, Niere & Prostata",https://www.docmorris.de/arzneimittel-gesundheit/blase-niere-prostata,,,0.0
Heumann Blasen- und Nierentee SOLUBITRAT 60 g,https://www.docmorris.de/heumann-blasen-und-nierentee-solubitrat/02680720,"Blase, Niere & ProstataBlase, Niere & Prostata",https://www.docmorris.de/arzneimittel-gesundheit/blase-niere-prostata,,,0.0
"D-Mannose Plus 2000mg mit Vitaminen und Mineralstoffen Sticks 60X2,47 g",https://www.docmorris.de/dmannose-plus-2000mg-mit-vitaminen-und-mineralstoffen-sticks/16319502,"Blase, Niere & ProstataBlase, Niere & Prostata",https://www.docmorris.de/arzneimittel-gesundheit/blase-niere-prostata,,,0.0
Gepan Mannose-Gel 30 ml,https://www.docmorris.de/gepan-mannosegel/13832535,"Blase, Niere & ProstataBlase, Niere & Prostata",https://www.docmorris.de/arzneimittel-gesundheit/blase-niere-prostata,,,0.0
GRANU FINK Prosta plus Sabal 200 St,https://www.docmorris.de/granu-fink-prostaplus-sabal/10318128,"Blase, Niere & ProstataBlase, Niere & Prostata",https://www.docmorris.de/arzneimittel-gesundheit/blase-niere-prostata,,,0.0
Roche Combur 5 Test® 10 St,https://www.docmorris.de/roche-combur-5-test/00838594,"Blase, Niere & ProstataBlase, Niere & Prostata",https://www.docmorris.de/arzneimittel-gesundheit/blase-niere-prostata,,,0.0
Utipro akut & protect Hartkapseln 30 St,https://www.docmorris.de/utipro-akut-protect-hartkapseln/18193933,"Blase, Niere & ProstataBlase, Niere & Prostata",https://www.docmorris.de/arzneimittel-gesundheit/blase-niere-prostata,,,0.0
Harntee Tad Teeaufgusspulver Sticks 30X2 g,https://www.docmorris.de/harntee-tad-teeaufgusspulver-sticks/18883098,"Blase, Niere & ProstataBlase, Niere & Prostata",https://www.docmorris.de/arzneimittel-gesundheit/blase-niere-prostata,,,0.0
Femannose E Tabletten 30 St,https://www.docmorris.de/femannose-e-tabletten/19339043,"Blase, Niere & ProstataBlase, Niere & Prostata",https://www.docmorris.de/arzneimittel-gesundheit/blase-niere-prostata,,,0.0
Pollstimol Hartkapseln 200 St,https://www.docmorris.de/pollstimol-hartkapseln/08469245,"Blase, Niere & ProstataBlase, Niere & Prostata",https://www.docmorris.de/arzneimittel-gesundheit/blase-niere-prostata,,,0.0
"Sidroga Blasen-Nieren-Spültee Filterbeutel 20X2,0 g",https://www.docmorris.de/sidroga-blasennierenspueltee-filterbeutel/10109198,"Blase, Niere & ProstataBlase, Niere & Prostata",https://www.docmorris.de/arzneimittel-gesundheit/blase-niere-prostata,,,0.0
Adrenal-intercell Kapseln 120 St,https://www.docmorris.de/adrenalintercell-kapseln/11316315,"Blase, Niere & ProstataBlase, Niere & Prostata",https://www.docmorris.de/arzneimittel-gesundheit/blase-niere-prostata,,,0.0
D-Mannose Plus 2000mg Tabletten mit Vitaminen und Mineralstoffen 120 St,https://www.docmorris.de/dmannose-plus-2000mg-tabletten-mit-vitaminen-und-mineralstoffen/15743830,"Blase, Niere & ProstataBlase, Niere & Prostata",https://www.docmorris.de/arzneimittel-gesundheit/blase-niere-prostata,,,0.0
Dr. Böhm Kürbis 60 St,https://www.docmorris.de/dr-boehm-kuerbis/15390969,"Blase, Niere & ProstataBlase, Niere & Prostata",https://www.docmorris.de/arzneimittel-gesundheit/blase-niere-prostata,,,0.0
Cantharis Blasen Globuli velati 20 g,https://www.docmorris.de/cantharis-blasen-globuli-velati/00081234,"Blase, Niere & ProstataBlase, Niere & Prostata",https://www.docmorris.de/arzneimittel-gesundheit/blase-niere-prostata,,,0.0
Bicanorm magensaftresistente Tabletten 100 St,https://www.docmorris.de/bicanorm-magensaftresistente-tabletten/01654873,"Blase, Niere & ProstataBlase, Niere & Prostata",https://www.docmorris.de/arzneimittel-gesundheit/blase-niere-prostata,,,0.0
Prostagutt uno 320 mg 2X100 St,https://www.docmorris.de/prostagutt-uno-320-mg/00424935,"Blase, Niere & ProstataBlase, Niere & Prostata",https://www.docmorris.de/arzneimittel-gesundheit/blase-niere-prostata,,,0.0
GRANU FINK Blase Hartkapseln 160 St,https://www.docmorris.de/granu-fink-blase-hartkapseln/00301233,"Blase, Niere & ProstataBlase, Niere & Prostata",https://www.docmorris.de/arzneimittel-gesundheit/blase-niere-prostata,,,0.0
Acimol 500 mg Filmtabletten - ohne pH-Teststreifen 96 St,https://www.docmorris.de/acimol-500-mg-filmtabletten-ohne-phteststreifen/16351285,"Blase, Niere & ProstataBlase, Niere & Prostata",https://www.docmorris.de/arzneimittel-gesundheit/blase-niere-prostata,,,0.0
Fermentura Blasenvital 60 St,https://www.docmorris.de/fermentura-blasenvital/18824888,"Blase, Niere & ProstataBlase, Niere & Prostata",https://www.docmorris.de/arzneimittel-gesundheit/blase-niere-prostata,,,0.0
Urinbecher mit Schraubdeckel 1 St,https://www.docmorris.de/urinbecher-mit-schraubdeckel/01040378,"Blase, Niere & ProstataBlase, Niere & Prostata",https://www.docmorris.de/arzneimittel-gesundheit/blase-niere-prostata,,,0.0
Arctuvan Bärentraubenblätter 60 St,https://www.docmorris.de/arctuvan-baerentraubenblaetter/01532302,"Blase, Niere & ProstataBlase, Niere & Prostata",https://www.docmorris.de/arzneimittel-gesundheit/blase-niere-prostata,,,0.0
Methionin AL 100 St,https://www.docmorris.de/methionin-al/01300750,"Blase, Niere & ProstataBlase, Niere & Prostata",https://www.docmorris.de/arzneimittel-gesundheit/blase-niere-prostata,,,0.0
"H&S Blasen- und Nierentee 20X2,0 g",https://www.docmorris.de/hs-blasen-und-nierentee/00192761,"Blase, Niere & ProstataBlase, Niere & Prostata",https://www.docmorris.de/arzneimittel-gesundheit/blase-niere-prostata,,,0.0
Canephron N Tropfen 100 ml,https://www.docmorris.de/canephron-n-tropfen/04569197,"Blase, Niere & ProstataBlase, Niere & Prostata",https://www.docmorris.de/arzneimittel-gesundheit/blase-niere-prostata,,,0.0
Kalium Verla purKaps 60 St,https://www.docmorris.de/kalium-verla-purkaps/15236257,"Blase, Niere & ProstataBlase, Niere & Prostata",https://www.docmorris.de/arzneimittel-gesundheit/blase-niere-prostata,,,0.0
Biofax classic 120 St,https://www.docmorris.de/biofax-classic/02543236,"Blase, Niere & ProstataBlase, Niere & Prostata",https://www.docmorris.de/arzneimittel-gesundheit/blase-niere-prostata,,,0.0
Schoenenberger naturreiner Heilpflanzensaft Löwenzahn 3X200 ml,https://www.docmorris.de/schoenenberger-naturreiner-heilpflanzensaft-loewenzahn/00700051,"Blase, Niere & ProstataBlase, Niere & Prostata",https://www.docmorris.de/arzneimittel-gesundheit/blase-niere-prostata,,,0.0
Femalac D-mannose+lactobazillen Plv.z.h.e.l.z.e. 28 St,https://www.docmorris.de/femalac-dmannoselactobazillen-plvzhelze/19820852,"Blase, Niere & ProstataBlase, Niere & Prostata",https://www.docmorris.de/arzneimittel-gesundheit/blase-niere-prostata,,,0.0
Orthomol Cholin Plus Kapseln 60 St,https://www.docmorris.de/orthomol-cholin-plus-kapseln/12502563,"Blase, Niere & ProstataBlase, Niere & Prostata",https://www.docmorris.de/arzneimittel-gesundheit/blase-niere-prostata,,,0.0
Sabalvit Uno Kapseln 100 St,https://www.docmorris.de/sabalvit-uno-kapseln/00115909,"Blase, Niere & ProstataBlase, Niere & Prostata",https://www.docmorris.de/arzneimittel-gesundheit/blase-niere-prostata,,,0.0
Dr. Jacob's GranaProstan Granatapfel-Extrakt fermentiert 100 St,https://www.docmorris.de/dr-jacobs-granaprostan-granatapfelextrakt-fermentiert/03320521,"Blase, Niere & ProstataBlase, Niere & Prostata",https://www.docmorris.de/arzneimittel-gesundheit/blase-niere-prostata,,,0.0
DocMorris Cranberry + D-Mannose Plus 30 St,https://www.docmorris.de/docmorris-cranberry-dmannose-plus/80041417,"Blase, Niere & ProstataBlase, Niere & Prostata",https://www.docmorris.de/arzneimittel-gesundheit/blase-niere-prostata,,,0.0
Prosturol Zäpfchen 30 St,https://www.docmorris.de/prosturol-zaepfchen/13923700,"Blase, Niere & ProstataBlase, Niere & Prostata",https://www.docmorris.de/arzneimittel-gesundheit/blase-niere-prostata,,,0.0
Natural D-mannose Pulver 200 g,https://www.docmorris.de/natural-dmannose-pulver/13905719,"Blase, Niere & ProstataBlase, Niere & Prostata",https://www.docmorris.de/arzneimittel-gesundheit/blase-niere-prostata,,,0.0
"UROL FLUX Durchspül-therapie 400,5 mg Br 40 St",https://www.docmorris.de/urol-flux-durchspueltherapie-4005-mg-br/17607232,"Blase, Niere & ProstataBlase, Niere & Prostata",https://www.docmorris.de/arzneimittel-gesundheit/blase-niere-prostata,,,0.0
Cystorenal Cranberry plus Kapseln 180 St,https://www.docmorris.de/cystorenal-cranberry-plus-kapseln/01174860,"Blase, Niere & ProstataBlase, Niere & Prostata",https://www.docmorris.de/arzneimittel-gesundheit/blase-niere-prostata,,,0.0
Doppelherz aktiv Männer-Gesundheit 30 St,https://www.docmorris.de/doppelherz-aktiv-maennergesundheit/07014146,"Blase, Niere & ProstataBlase, Niere & Prostata",https://www.docmorris.de/arzneimittel-gesundheit/blase-niere-prostata,,,0.0
Uralyt-u Indikatorpapier 52X2 St,https://www.docmorris.de/uralytu-indikatorpapier/00548784,"Blase, Niere & ProstataBlase, Niere & Prostata",https://www.docmorris.de/arzneimittel-gesundheit/blase-niere-prostata,,,0.0
Rowatinex Weichkapseln 100 St,https://www.docmorris.de/rowatinex-weichkapseln/01828089,"Blase, Niere & ProstataBlase, Niere & Prostata",https://www.docmorris.de/arzneimittel-gesundheit/blase-niere-prostata,,,0.0
Kneipp Brennnessel Dragees 60 St,https://www.docmorris.de/kneipp-brennnessel-dragees/19126264,"Blase, Niere & ProstataBlase, Niere & Prostata",https://www.docmorris.de/arzneimittel-gesundheit/blase-niere-prostata,,,0.0
Analvorlagen 20 St,https://www.docmorris.de/analvorlagen/00777160,"Blase, Niere & ProstataBlase, Niere & Prostata",https://www.docmorris.de/arzneimittel-gesundheit/blase-niere-prostata,,,0.0
Aplona Pulver 50 St,https://www.docmorris.de/aplona-pulver/04974911,"Blase, Niere & ProstataBlase, Niere & Prostata",https://www.docmorris.de/arzneimittel-gesundheit/blase-niere-prostata,,,0.0
Uvalysat Flüssigkeit zum Einnehmen 50 ml,https://www.docmorris.de/uvalysat-fluessigkeit-zum-einnehmen/16779801,"Blase, Niere & ProstataBlase, Niere & Prostata",https://www.docmorris.de/arzneimittel-gesundheit/blase-niere-prostata,,,0.0
Sabaluno 320 mg Weichkapseln 120 St,https://www.docmorris.de/sabaluno-320-mg-weichkapseln/00313176,"Blase, Niere & ProstataBlase, Niere & Prostata",https://www.docmorris.de/arzneimittel-gesundheit/blase-niere-prostata,,,0.0
D-Mannose Plus 2000mg mit Vitaminen und Mineralstoffen Pulver 250 g,https://www.docmorris.de/dmannose-plus-2000mg-mit-vitaminen-und-mineralstoffen-pulver/15211381,"Blase, Niere & ProstataBlase, Niere & Prostata",https://www.docmorris.de/arzneimittel-gesundheit/blase-niere-prostata,,,0.0
"Sidroga Blasentee plus mit Bärentraubenb 20X2,0 g",https://www.docmorris.de/sidroga-blasentee-plus-mit-baerentraubenb/10109206,"Blase, Niere & ProstataBlase, Niere & Prostata",https://www.docmorris.de/arzneimittel-gesundheit/blase-niere-prostata,,,0.0
Fermentura Prosta 30 St,https://www.docmorris.de/fermentura-prosta/19078803,"Blase, Niere & ProstataBlase, Niere & Prostata",https://www.docmorris.de/arzneimittel-gesundheit/blase-niere-prostata,,,0.0
"Prostata Komplex mit Sägepalmenextrakt, Prostavent PLUS 60 St",https://www.docmorris.de/prostata-komplex-mit-saegepalmenextrakt-prostavent-plus/18826048,"Blase, Niere & ProstataBlase, Niere & Prostata",https://www.docmorris.de/arzneimittel-gesundheit/blase-niere-prostata,,,0.0
Kürbiskern-Sägepalme Kapseln 60 St,https://www.docmorris.de/kuerbiskernsaegepalme-kapseln/10042560,"Blase, Niere & ProstataBlase, Niere & Prostata",https://www.docmorris.de/arzneimittel-gesundheit/blase-niere-prostata,,,0.0
Alpha Liponsäure Kapseln 300 mg 90 St,https://www.docmorris.de/alpha-liponsaeure-kapseln-300-mg/09304799,"Blase, Niere & ProstataBlase, Niere & Prostata",https://www.docmorris.de/arzneimittel-gesundheit/blase-niere-prostata,,,0.0
Brennessel TEE Filterbeutel 25 St,https://www.docmorris.de/brennessel-tee-filterbeutel/01244738,"Blase, Niere & ProstataBlase, Niere & Prostata",https://www.docmorris.de/arzneimittel-gesundheit/blase-niere-prostata,,,0.0
Natural D-mannose 2000 mg Pulver Beutel 30X2 g,https://www.docmorris.de/natural-dmannose-2000-mg-pulver-beutel/16144617,"Blase, Niere & ProstataBlase, Niere & Prostata",https://www.docmorris.de/arzneimittel-gesundheit/blase-niere-prostata,,,0.0
Harzol Prosta 10 Mg Hartkapseln 200 St,https://www.docmorris.de/harzol-prosta-10-mg-hartkapseln/19413408,"Blase, Niere & ProstataBlase, Niere & Prostata",https://www.docmorris.de/arzneimittel-gesundheit/blase-niere-prostata,,,0.0
Vitaworld Cranberry + D-Mannose 90 St,https://www.docmorris.de/vitaworld-cranberry-dmannose/14141885,"Blase, Niere & ProstataBlase, Niere & Prostata",https://www.docmorris.de/arzneimittel-gesundheit/blase-niere-prostata,,,0.0
Schoenenberger naturreiner Heilpflanzensaft Brennnessel 3X200 ml,https://www.docmorris.de/schoenenberger-naturreiner-heilpflanzensaft-brennnessel/00692104,"Blase, Niere & ProstataBlase, Niere & Prostata",https://www.docmorris.de/arzneimittel-gesundheit/blase-niere-prostata,,,0.0
Avitale Kürbiskern Komplex 140 St,https://www.docmorris.de/avitale-kuerbiskern-komplex/08896585,"Blase, Niere & ProstataBlase, Niere & Prostata",https://www.docmorris.de/arzneimittel-gesundheit/blase-niere-prostata,,,0.0
Dr. Böhm Cranberry plus 10 St,https://www.docmorris.de/dr-boehm-cranberry-plus/15390917,"Blase, Niere & ProstataBlase, Niere & Prostata",https://www.docmorris.de/arzneimittel-gesundheit/blase-niere-prostata,,,0.0
TENA WET Wipe 3in1 Tücher 48 St,https://www.docmorris.de/tena-wet-wipe-3in1-tuecher/06082329,"Blase, Niere & ProstataBlase, Niere & Prostata",https://www.docmorris.de/arzneimittel-gesundheit/blase-niere-prostata,,,0.0
Harnsäurelöser-tee Kräutertee Nr.25 Salu 15 St,https://www.docmorris.de/harnsaeureloesertee-kraeutertee-nr25-salu/06147980,"Blase, Niere & ProstataBlase, Niere & Prostata",https://www.docmorris.de/arzneimittel-gesundheit/blase-niere-prostata,,,0.0
Natuprosta 600 mg uno Filmtabletten 100 St,https://www.docmorris.de/natuprosta-600-mg-uno-filmtabletten/08455846,"Blase, Niere & ProstataBlase, Niere & Prostata",https://www.docmorris.de/arzneimittel-gesundheit/blase-niere-prostata,,,0.0
Lactobiogen Femin plus Kapseln 28 St,https://www.docmorris.de/lactobiogen-femin-plus-kapseln/09073727,"Blase, Niere & ProstataBlase, Niere & Prostata",https://www.docmorris.de/arzneimittel-gesundheit/blase-niere-prostata,,,0.0
"Sidroga Bärentraubenblättertee Filterbeutel 20X2,0 g",https://www.docmorris.de/sidroga-baerentraubenblaettertee-filterbeutel/01884691,"Blase, Niere & ProstataBlase, Niere & Prostata",https://www.docmorris.de/arzneimittel-gesundheit/blase-niere-prostata,,,0.0
Solidagoren Liquid 100 ml,https://www.docmorris.de/solidagoren-liquid/07593486,"Blase, Niere & ProstataBlase, Niere & Prostata",https://www.docmorris.de/arzneimittel-gesundheit/blase-niere-prostata,,,0.0
Orthomol Flavon m Kapseln 30X2 St,https://www.docmorris.de/orthomol-flavon-m-kapseln/00890293,"Blase, Niere & ProstataBlase, Niere & Prostata",https://www.docmorris.de/arzneimittel-gesundheit/blase-niere-prostata,,,0.0
Symbiofem Intim Milchsäurebakterien mit 28 St,https://www.docmorris.de/symbiofem-intim-milchsaeurebakterien-mit/18392667,"Blase, Niere & ProstataBlase, Niere & Prostata",https://www.docmorris.de/arzneimittel-gesundheit/blase-niere-prostata,,,0.0
Schoenenberger naturreiner Heilpflanzensaft Echinacea 3X200 ml,https://www.docmorris.de/schoenenberger-naturreiner-heilpflanzensaft-echinacea/00699773,"Blase, Niere & ProstataBlase, Niere & Prostata",https://www.docmorris.de/arzneimittel-gesundheit/blase-niere-prostata,,,0.0
Blanel Brausetabletten 96 St,https://www.docmorris.de/blanel-brausetabletten/02204362,"Blase, Niere & ProstataBlase, Niere & Prostata",https://www.docmorris.de/arzneimittel-gesundheit/blase-niere-prostata,,,0.0
TENA Discreet Mini Magic Inkontinenz Slipeinlagen 6X34 St,https://www.docmorris.de/tena-discreet-mini-magic-inkontinenz-slipeinlagen/13857162,"Blase, Niere & ProstataBlase, Niere & Prostata",https://www.docmorris.de/arzneimittel-gesundheit/blase-niere-prostata,,,0.0
Solidacur 600 mg Filmtabletten 100 St,https://www.docmorris.de/solidacur-600-mg-filmtabletten/04770290,"Blase, Niere & ProstataBlase, Niere & Prostata",https://www.docmorris.de/arzneimittel-gesundheit/blase-niere-prostata,,,0.0
Nieren Blasen Tee Kräutertee Nr.23 Salus 15 St,https://www.docmorris.de/nieren-blasen-tee-kraeutertee-nr23-salus/13349052,"Blase, Niere & ProstataBlase, Niere & Prostata",https://www.docmorris.de/arzneimittel-gesundheit/blase-niere-prostata,,,0.0
Nephroselect 750 ml,https://www.docmorris.de/nephroselect/02645497,"Blase, Niere & ProstataBlase, Niere & Prostata",https://www.docmorris.de/arzneimittel-gesundheit/blase-niere-prostata,,,0.0
"Lactobact INTIMA – Cranberry, D-Mannose, Milchsäurebakterien 30 St",https://www.docmorris.de/lactobact-intima-cranberry-dmannose-milchsaeurebakterien/18739349,"Blase, Niere & ProstataBlase, Niere & Prostata",https://www.docmorris.de/arzneimittel-gesundheit/blase-niere-prostata,,,0.0
Blemaren N Brausetabletten 100 St,https://www.docmorris.de/blemaren-n-brausetabletten/06171895,"Blase, Niere & ProstataBlase, Niere & Prostata",https://www.docmorris.de/arzneimittel-gesundheit/blase-niere-prostata,,,0.0
VitaFemin® gyno-biotic Blasenflora Blasenentzündung 60 St,https://www.docmorris.de/vitafemin-gynobiotic-blasenflora-blasenentzuendung/17206295,"Blase, Niere & ProstataBlase, Niere & Prostata",https://www.docmorris.de/arzneimittel-gesundheit/blase-niere-prostata,,,0.0
"Sidroga Brennnesselblätter Filterbeutel 20X1,5 g",https://www.docmorris.de/sidroga-brennnesselblaetter-filterbeutel/01884722,"Blase, Niere & ProstataBlase, Niere & Prostata",https://www.docmorris.de/arzneimittel-gesundheit/blase-niere-prostata,,,0.0
Uralyt-u Granulat - Reimport 280 g,https://www.docmorris.de/uralytu-granulat-reimport/11605172,"Blase, Niere & ProstataBlase, Niere & Prostata",https://www.docmorris.de/arzneimittel-gesundheit/blase-niere-prostata,,,0.0
Dr. Wolz Darmflora* plus URO 40 St,https://www.docmorris.de/dr-wolz-darmflora-plus-uro/15397500,"Blase, Niere & ProstataBlase, Niere & Prostata",https://www.docmorris.de/arzneimittel-gesundheit/blase-niere-prostata,,,0.0
Renes/equisetum Comp.globuli 20 g,https://www.docmorris.de/renesequisetum-compglobuli/08787347,"Blase, Niere & ProstataBlase, Niere & Prostata",https://www.docmorris.de/arzneimittel-gesundheit/blase-niere-prostata,,,0.0
D-mannose Kapseln 500 mg 160 St,https://www.docmorris.de/dmannose-kapseln-500-mg/11161278,"Blase, Niere & ProstataBlase, Niere & Prostata",https://www.docmorris.de/arzneimittel-gesundheit/blase-niere-prostata,,,0.0
Curbifluxx Kapseln 180 St,https://www.docmorris.de/curbifluxx-kapseln/02886137,"Blase, Niere & ProstataBlase, Niere & Prostata",https://www.docmorris.de/arzneimittel-gesundheit/blase-niere-prostata,,,0.0
Zinnkraut SAFT Schoenenberger Heilpflanzensaft 3X200 ml,https://www.docmorris.de/zinnkraut-saft-schoenenberger-heilpflanzensaft/00700298,"Blase, Niere & ProstataBlase, Niere & Prostata",https://www.docmorris.de/arzneimittel-gesundheit/blase-niere-prostata,,,0.0
Prosta Komplex Plus 90 St,https://www.docmorris.de/prosta-komplex-plus/19223719,"Blase, Niere & ProstataBlase, Niere & Prostata",https://www.docmorris.de/arzneimittel-gesundheit/blase-niere-prostata,,,0.0
Nomon mono Kapseln 120 St,https://www.docmorris.de/nomon-mono-kapseln/04908506,"Blase, Niere & ProstataBlase, Niere & Prostata",https://www.docmorris.de/arzneimittel-gesundheit/blase-niere-prostata,,,0.0
